WorkOrderID,EvalQuestTxt,EvalQuestValTxt,LocationName,City,State,SignDate,JobID,JobCategoryID,ProgramType,CustomerName,PrimaryTechnicianID,DistrictName,WOStatusID,Revenue,Expense,GP,Column1
220607-300,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 4123,Pittsburgh,PA,2024-05-01 03:13:47,B220063,ERO,HD429,HOME DEPOT USA,RFetterman,District 2,POSTED,2300,-975.04,1324.96,
220607-300,Overall Performance Was:,Excellent,THE HOME DEPOT 4123,Pittsburgh,PA,2024-05-01 03:13:47,B220063,ERO,HD429,HOME DEPOT USA,RFetterman,District 2,POSTED,2300,-975.04,1324.96,
240209-197,Did Contractors Clean Up All Work Areas?,Yes,LULULemon Atheltica 14013,KNG OF PRUSSA,PA,2024-05-01 03:23:21,B240039,ERO,LU001,DAVACO,RWitmer,,RVWBLL,0,-1276.54,-1276.54,
240209-197,Did Contractors Employees Cooperate with You?,Yes,LULULemon Atheltica 14013,KNG OF PRUSSA,PA,2024-05-01 03:23:21,B240039,ERO,LU001,DAVACO,RWitmer,,RVWBLL,0,-1276.54,-1276.54,
240209-197,Was Contractors Quality of Work Satisfactory?,Yes,LULULemon Atheltica 14013,KNG OF PRUSSA,PA,2024-05-01 03:23:21,B240039,ERO,LU001,DAVACO,RWitmer,,RVWBLL,0,-1276.54,-1276.54,
240209-197,Overall Performance Was:,Excellent,LULULemon Atheltica 14013,KNG OF PRUSSA,PA,2024-05-01 03:23:21,B240039,ERO,LU001,DAVACO,RWitmer,,RVWBLL,0,-1276.54,-1276.54,
240426-336,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 4641,RESTON,VA,2024-05-01 05:18:13,B230091,ERO,HD461,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-1145.46,-1145.46,
240426-336,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 4641,RESTON,VA,2024-05-01 05:18:13,B230091,ERO,HD461,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-1145.46,-1145.46,
240426-336,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 4641,RESTON,VA,2024-05-01 05:18:13,B230091,ERO,HD461,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-1145.46,-1145.46,
240426-336,Overall Performance Was:,Excellent,THE HOME DEPOT 4641,RESTON,VA,2024-05-01 05:18:13,B230091,ERO,HD461,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-1145.46,-1145.46,
240426-212,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 4641,RESTON,VA,2024-05-01 05:18:58,B230091,ERO,HD461,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-908.01,-908.01,
240426-212,Overall Performance Was:,Excellent,THE HOME DEPOT 4641,RESTON,VA,2024-05-01 05:18:58,B230091,ERO,HD461,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-908.01,-908.01,
240426-212,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 4641,RESTON,VA,2024-05-01 05:18:58,B230091,ERO,HD461,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-908.01,-908.01,
240426-212,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 4641,RESTON,VA,2024-05-01 05:18:58,B230091,ERO,HD461,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-908.01,-908.01,
240301-097,Overall Performance Was:,,Publix Super Markets 0660,ORMOND BEACH,FL,2024-05-01 06:01:42,HXX1500,LRM,PBLM-I,Publix Super Markets,BKustigian,,POSTED,903.03,-386.77,516.26,
240425-248,Overall Performance Was:,,Publix Super Markets 1542,DAWSONVILLE,GA,2024-05-01 06:04:49,HXX1500,LRM,PBLM-I,Publix Super Markets,TCone,District 4,POSTED,682.07,-467.77,214.3,
230630-393,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 6948,PHOENIX,AZ,2024-05-01 07:28:35,B230016,ERO,HD444,HOME DEPOT USA,DReadyhoug,District 13,POSTED,2300,-1160.85,1139.15,
230630-393,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 6948,PHOENIX,AZ,2024-05-01 07:28:35,B230016,ERO,HD444,HOME DEPOT USA,DReadyhoug,District 13,POSTED,2300,-1160.85,1139.15,
230630-393,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 6948,PHOENIX,AZ,2024-05-01 07:28:35,B230016,ERO,HD444,HOME DEPOT USA,DReadyhoug,District 13,POSTED,2300,-1160.85,1139.15,
230630-393,Overall Performance Was:,Excellent,THE HOME DEPOT 6948,PHOENIX,AZ,2024-05-01 07:28:35,B230016,ERO,HD444,HOME DEPOT USA,DReadyhoug,District 13,POSTED,2300,-1160.85,1139.15,
230630-098,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 4748,OMAK,WA,2024-05-01 07:36:18,B230016,ERO,HD444,HOME DEPOT USA,JOLewis,District 11,POSTED,2300,-2368.26,-68.26,
230630-098,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 4748,OMAK,WA,2024-05-01 07:36:18,B230016,ERO,HD444,HOME DEPOT USA,JOLewis,District 11,POSTED,2300,-2368.26,-68.26,
230630-098,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 4748,OMAK,WA,2024-05-01 07:36:18,B230016,ERO,HD444,HOME DEPOT USA,JOLewis,District 11,POSTED,2300,-2368.26,-68.26,
230630-098,Overall Performance Was:,Excellent,THE HOME DEPOT 4748,OMAK,WA,2024-05-01 07:36:18,B230016,ERO,HD444,HOME DEPOT USA,JOLewis,District 11,POSTED,2300,-2368.26,-68.26,
240301-383,Overall Performance Was:,,Petsmart 2191,DUNKIRK,MD,2024-05-01 07:47:59,N240005,LRO,PS009,"PETSMART, INC",JEWilliams,,POSTED,2206,-3641.33,-1435.33,
240428-076,Overall Performance Was:,,TJ MAXX 1081156,Rossford,OH,2024-05-01 07:54:15,EXX0021,ER1,SERVIC,"THE TJX COMPANIES, INC",,,POSTED,419,-609.94,-190.94,
240318-154,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 4120,Mechanicsburg,PA,2024-05-01 08:36:14,B240020,ERO,HD467,HOME DEPOT USA,SRosen,District 2,RVWBLL,0,-1859.27,-1859.27,
240318-154,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 4120,Mechanicsburg,PA,2024-05-01 08:36:14,B240020,ERO,HD467,HOME DEPOT USA,SRosen,District 2,RVWBLL,0,-1859.27,-1859.27,
240318-154,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 4120,Mechanicsburg,PA,2024-05-01 08:36:14,B240020,ERO,HD467,HOME DEPOT USA,SRosen,District 2,RVWBLL,0,-1859.27,-1859.27,
240318-154,Overall Performance Was:,Excellent,THE HOME DEPOT 4120,Mechanicsburg,PA,2024-05-01 08:36:14,B240020,ERO,HD467,HOME DEPOT USA,SRosen,District 2,RVWBLL,0,-1859.27,-1859.27,
240429-032,Overall Performance Was:,,Marshalls 1101209,Cabot,AR,2024-05-01 08:41:28,SXX0024,EBR,TJXUPS,"THE TJX COMPANIES, INC",SNelson,,POSTED,194,-477.04,-283.04,
240429-220,Additional Comments on Work Provided:,Showed us all issues and burnt switch he was going to replace.,Dave & Buster's 22,JACKSONVILLE,FL,2024-05-01 18:43:09,SXX1020,LBR,LI,DAVE & BUSTER'S,TLanouette,District 5,POSTED,296.11,-141.85,154.26,
240419-312,Overall Performance Was:,,Bank of America CA6-112,CLAREMONT,CA,2024-05-01 09:06:14,HXX1600,LRM,GMRSGN,Cushman&Wakefield / BOA,RDelgado,District 13,POSTED,324,-182.95,141.05,
240415-092,Overall Performance Was:,,Bank of America FL5-355,STUART,FL,2024-05-01 09:10:11,HXX1600,LRM,GMRSGN,JLL / Bank of America,JeSanchez,District 6,POSTED,324,-262.53,61.47,
240417-075,Overall Performance Was:,,The Church of Jesus Christ of 5569605,FREDERICKSBRG,VA,2024-05-01 09:18:55,SXX1022,LBR,LI,CBRE / LDS Church,MPitman,,POSTED,298.23,-110.76,187.47,
240430-140,Overall Performance Was:,Excellent,THE HOME DEPOT 1122,MURRELLS INLT,SC,2024-05-01 09:21:15,SXX1023,LBR,LE,HOME DEPOT USA,gmclaughli,District 3,POSTED,981.49,-153.41,828.08,
240430-140,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 1122,MURRELLS INLT,SC,2024-05-01 09:21:15,SXX1023,LBR,LE,HOME DEPOT USA,gmclaughli,District 3,POSTED,981.49,-153.41,828.08,
240430-140,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 1122,MURRELLS INLT,SC,2024-05-01 09:21:15,SXX1023,LBR,LE,HOME DEPOT USA,gmclaughli,District 3,POSTED,981.49,-153.41,828.08,
240430-140,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 1122,MURRELLS INLT,SC,2024-05-01 09:21:15,SXX1023,LBR,LE,HOME DEPOT USA,gmclaughli,District 3,POSTED,981.49,-153.41,828.08,
240212-092,Overall Performance Was:,,Target 3365,SALT LAKE CTY,UT,2024-05-01 09:27:52,B240004,ERO,TG083,CONLON CONSTRUCTION,CPhillips,,POSTED,3660,-23479,-19819,
240401-091,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1569,GREENVILLE,NC,2024-05-01 09:35:05,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,2395.37,-1431.98,963.39,
240401-091,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1569,GREENVILLE,NC,2024-05-01 09:35:05,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,2395.37,-1431.98,963.39,
240401-091,Overall Performance Was:,Excellent,Publix Super Markets 1569,GREENVILLE,NC,2024-05-01 09:35:05,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,2395.37,-1431.98,963.39,
240401-091,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1569,GREENVILLE,NC,2024-05-01 09:35:05,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,2395.37,-1431.98,963.39,
240415-037,Overall Performance Was:,,Bank of America FL5-343,Fort Pierce,FL,2024-05-01 09:35:57,HXX1600,LRM,GMRLE,JLL / Bank of America,JeSanchez,District 6,POSTED,293.04,-71.02,222.02,
240419-242,Overall Performance Was:,,Bank of America SC2-550,GREER,SC,2024-05-01 09:49:42,HXX1600,LRM,GMRREO,JLL / Bank of America,RBagley,District 3,POSTED,291,-1008.32,-717.32,
240423-282,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2562,Bowie,MD,2024-05-01 09:51:20,B240018,ERO,HD465,HOME DEPOT USA,TMWhite,District 2,RVWBLL,0,-692.13,-692.13,
240423-282,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2562,Bowie,MD,2024-05-01 09:51:20,B240018,ERO,HD465,HOME DEPOT USA,TMWhite,District 2,RVWBLL,0,-692.13,-692.13,
240423-282,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2562,Bowie,MD,2024-05-01 09:51:20,B240018,ERO,HD465,HOME DEPOT USA,TMWhite,District 2,RVWBLL,0,-692.13,-692.13,
240423-282,Overall Performance Was:,Excellent,THE HOME DEPOT 2562,Bowie,MD,2024-05-01 09:51:20,B240018,ERO,HD465,HOME DEPOT USA,TMWhite,District 2,RVWBLL,0,-692.13,-692.13,
240221-049,Overall Performance Was:,,Bank of America CA9-188,Los Angeles,CA,2024-05-01 09:56:22,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,RMorales,District 13,POSTED,427,-126.81,300.19,
240430-124,Overall Performance Was:,,Sams Club 6617,Gardena,CA,2024-05-01 10:00:40,SXX0025,EBR,SERVIC,Sams Club,PTrier,District 13,POSTED,222.25,-93.1,129.15,
240206-190,Overall Performance Was:,,Publix Super Markets 1192,LAKE CITY,FL,2024-05-01 10:15:39,SXX1020,LBR,LI,Publix Super Markets,SDarling,District 5,POSTED,4429.91,-3023.2,1406.71,
240429-239,Overall Performance Was:,,Publix Super Markets 1089,ALPHARETTA,GA,2024-05-01 10:31:41,SXX1023,LBR,LI,Publix Super Markets,TCone,District 4,POSTED,301.42,-163.08,138.34,
240401-051,Overall Performance Was:,,Publix Super Markets 1286,EVANS,GA,2024-05-01 10:42:45,HXX1500,LRM,PBLM-I,Publix Super Markets,MKeeney,District 4,POSTED,1073.74,-470.58,603.16,
240316-037,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 1833,COON RAPIDS,MN,2024-05-01 10:48:02,SXX0021,EBR,SERVIC,LOWES COMPANIES,CJSchmitt,District 8,POSTED,2194.75,-1580.85,613.9,
240316-037,Did Contractors Employees Cooperate with You?,Yes,LOWES 1833,COON RAPIDS,MN,2024-05-01 10:48:02,SXX0021,EBR,SERVIC,LOWES COMPANIES,CJSchmitt,District 8,POSTED,2194.75,-1580.85,613.9,
240316-037,Overall Performance Was:,Excellent,LOWES 1833,COON RAPIDS,MN,2024-05-01 10:48:02,SXX0021,EBR,SERVIC,LOWES COMPANIES,CJSchmitt,District 8,POSTED,2194.75,-1580.85,613.9,
240316-037,Did Contractors Clean Up All Work Areas?,Yes,LOWES 1833,COON RAPIDS,MN,2024-05-01 10:48:02,SXX0021,EBR,SERVIC,LOWES COMPANIES,CJSchmitt,District 8,POSTED,2194.75,-1580.85,613.9,
240201-284,Overall Performance Was:,,Bank of America CA6-134,RIVERSIDE,CA,2024-05-01 10:50:11,SXX1025,LBR,LE,CREE LIGHTING,RGordon,District 13,POSTED,445,-246.35,198.65,
240329-038,Overall Performance Was:,,Publix Super Markets 0474,COLUMBUS,GA,2024-05-01 11:00:19,N240001,LRO,LRO3,Publix Super Markets,,,POSTED,1500,0,1500,
240329-037,Overall Performance Was:,,Publix Super Markets 0360,ANDERSON,SC,2024-05-01 11:01:14,N240001,LRO,LRO3,Publix Super Markets,,,POSTED,1500,-2082.5,-582.5,
240329-031,Overall Performance Was:,,Publix Super Markets 1435,VALDOSTA,GA,2024-05-01 11:02:22,N240001,LRO,LRO3,Publix Super Markets,,District 4,POSTED,1500,-1271.61,228.39,
240329-030,Overall Performance Was:,,Publix Super Markets 0430,VALDOSTA,GA,2024-05-01 11:03:18,N240001,LRO,LRO3,Publix Super Markets,,,POSTED,1500,0,1500,
231109-283,Overall Performance Was:,,Ferguson 3769,NEW BRUNSWICK,NJ,2024-05-01 11:06:44,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,-9.94,140.06,
231109-281,Overall Performance Was:,,Ferguson 3739,N BRUNSWICK,NJ,2024-05-01 11:07:31,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,-9.94,140.06,
240416-101,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0441,AVONDALE,AZ,2024-05-01 11:08:29,B240056,ERO,HD477,HOME DEPOT USA,CLear,District 13,POSTED,7750,-3009.93,4740.07,
240416-101,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0441,AVONDALE,AZ,2024-05-01 11:08:29,B240056,ERO,HD477,HOME DEPOT USA,CLear,District 13,POSTED,7750,-3009.93,4740.07,
240416-101,Overall Performance Was:,Excellent,THE HOME DEPOT 0441,AVONDALE,AZ,2024-05-01 11:08:29,B240056,ERO,HD477,HOME DEPOT USA,CLear,District 13,POSTED,7750,-3009.93,4740.07,
240416-101,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0441,AVONDALE,AZ,2024-05-01 11:08:29,B240056,ERO,HD477,HOME DEPOT USA,CLear,District 13,POSTED,7750,-3009.93,4740.07,
231109-280,Overall Performance Was:,,Ferguson 3737,BROOKLYN,NY,2024-05-01 11:08:53,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,-13.31,136.69,
231109-263,Overall Performance Was:,,Ferguson 3014,HONOLULU,HI,2024-05-01 11:09:41,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,-6.75,143.25,
231109-256,Overall Performance Was:,,Ferguson 2802,PINEVILLE,NC,2024-05-01 11:10:27,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,-297.11,-147.11,
231109-259,Overall Performance Was:,,Ferguson 2944PROPCO,DURHAM,NC,2024-05-01 11:11:07,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,-11.25,138.75,
231109-251,Overall Performance Was:,,Ferguson 2683,MASPETH,NY,2024-05-01 11:11:44,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,-13.31,136.69,
231109-250,Overall Performance Was:,,Ferguson 2678,BROOKLYN,NY,2024-05-01 11:12:28,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,-13.31,136.69,
231109-247,Overall Performance Was:,,Ferguson 2225,AUBURN,MA,2024-05-01 11:13:11,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,0,150,
231109-241,Overall Performance Was:,,Ferguson 1924,MYRTLE BEACH,SC,2024-05-01 11:13:53,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,0,150,
231109-239,Overall Performance Was:,,Ferguson 1887,WEST COLUMBIA,SC,2024-05-01 11:16:34,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,0,150,
231109-227,Overall Performance Was:,,Ferguson 1631,WINSTON SALEM,NC,2024-05-01 11:18:58,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,-10.5,139.5,
231109-218,Overall Performance Was:,,Ferguson 1272,CHARLOTTE,NC,2024-05-01 11:19:53,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,-10.88,139.12,
231102-012,Overall Performance Was:,,Ferguson 3588,TUSCALOOSA,AL,2024-05-01 11:20:41,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,0,150,
240405-010,Overall Performance Was:,,Apple R077,PORTLAND,OR,2024-05-01 11:20:48,B230097,ERO,AA001,GLOBAL WORKPLACE SOLUTIONS LLC,DHunsaker,,POSTED,4667,-3024.98,1642.02,
231101-354,Overall Performance Was:,,Ferguson 8100,MEMPHIS,TN,2024-05-01 11:21:23,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 3,POSTED,150,0,150,
231101-353,Overall Performance Was:,,Ferguson 118,MURFREESBORO,TN,2024-05-01 11:22:02,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 3,POSTED,150,0,150,
231101-352,Overall Performance Was:,,Ferguson 1869,ROUND ROCK,TX,2024-05-01 11:22:48,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 10,POSTED,150,-12.38,137.62,
240418-268,Overall Performance Was:,,Bank of America CA8-113,GLENDALE,CA,2024-05-01 11:23:14,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,411,-267.74,143.26,
231101-351,Overall Performance Was:,,Ferguson 56,JOHNSON CITY,TN,2024-05-01 11:23:43,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 3,POSTED,150,0,150,
231101-350,Overall Performance Was:,,Ferguson 2222,WESTBROOK,ME,2024-05-01 11:24:39,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,0,150,
231101-338,Overall Performance Was:,,Ferguson 2655PROPCO,LEXINGTON,KY,2024-05-01 11:25:20,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 7,POSTED,150,0,150,
231101-329,Overall Performance Was:,,Ferguson 3491,HOUSTON,TX,2024-05-01 11:27:35,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 10,POSTED,150,-12.38,137.62,
231101-327,Overall Performance Was:,,Ferguson 2064,SAN ANTONIO,TX,2024-05-01 11:29:00,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 10,POSTED,150,-12.38,137.62,
231101-326,Overall Performance Was:,,Ferguson 1973,Huntsville,AL,2024-05-01 11:29:45,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 3,POSTED,150,0,150,
231101-323,Overall Performance Was:,,Ferguson 1282,LOUISVILLE,KY,2024-05-01 11:30:40,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 7,POSTED,150,0,150,
231101-322,Overall Performance Was:,,Ferguson 546,FT WALTON BCH,FL,2024-05-01 11:31:20,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 5,POSTED,150,0,150,
231101-318,Overall Performance Was:,,Ferguson 3763,FAIRFIELD,NJ,2024-05-01 11:31:56,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,-9.94,140.06,
231101-311,Overall Performance Was:,,Ferguson 2218,PORTSMOUTH,NH,2024-05-01 11:32:32,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,,POSTED,150,0,150,
231101-298,Overall Performance Was:,,Ferguson 374,KINGSPORT,TN,2024-05-01 11:33:08,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 3,POSTED,150,0,150,
231101-296,Overall Performance Was:,,Ferguson 253,PENSACOLA,FL,2024-05-01 11:34:00,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 5,POSTED,150,0,150,
231101-288,Overall Performance Was:,,Ferguson 185,LOUISVILLE,KY,2024-05-01 11:34:45,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 7,POSTED,150,0,150,
231101-287,Overall Performance Was:,,Ferguson 1197,MASHPEE,MA,2024-05-01 11:35:23,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 1,POSTED,150,0,150,
240226-225,Overall Performance Was:,,Sams Club 6617,Gardena,CA,2024-05-01 11:35:47,SXX0025,EBR,SERVIC,Sams Club,SHernandez,District 13,POSTED,4366.53,-3101.03,1265.5,
231101-275,Overall Performance Was:,,Ferguson 1892,PITTSTON,PA,2024-05-01 11:36:33,N230010,LRO,FGL07,FERGUSON ENTERPRISES,BGasper,District 2,POSTED,150,-246.64,-96.64,
231101-273,Overall Performance Was:,,Ferguson 23,North Charleston,SC,2024-05-01 11:37:24,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 3,POSTED,150,0,150,
231101-269,Overall Performance Was:,,Ferguson 29,Myrtle Beach,SC,2024-05-01 11:38:16,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 3,POSTED,150,0,150,
231101-268,Overall Performance Was:,,Ferguson 308,NEW CASTLE,DE,2024-05-01 11:39:12,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 2,POSTED,150,0,150,
231101-263,Overall Performance Was:,,Ferguson 2921,EGG HBR TWP,NJ,2024-05-01 11:40:03,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 1,POSTED,150,-9.94,140.06,
240419-057,Overall Performance Was:,,The Church of Jesus Christ of 5745675,STAFFORD,VA,2024-05-01 11:40:05,SXX1022,LBR,LI,CBRE / LDS Church,MPitman,,POSTED,297.24,-97,200.24,
231101-254,Overall Performance Was:,,Ferguson 1969,AUGUSTA,GA,2024-05-01 11:40:42,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 4,POSTED,150,0,150,
231101-253,Overall Performance Was:,,Ferguson 1884,PENNSAUKEN,NJ,2024-05-01 11:41:24,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 1,POSTED,150,-9.94,140.06,
231101-252,Overall Performance Was:,,Ferguson 2682,LAKEWOOD,NJ,2024-05-01 11:42:06,N230010,LRO,FGL07,FERGUSON ENTERPRISES,,District 1,POSTED,150,-9.94,140.06,
240308-103,Overall Performance Was:,,Ashley Homestore 075 - Flowood,FLOWOOD,MS,2024-05-01 11:56:28,EXX1023,LR1,LE,Dufresne Spencer Group,,,POSTED,474,-270,204,
240223-070,Overall Performance Was:,,Bank of America OR1-117,Wilsonville,OR,2024-05-01 11:56:59,N240001,LRO,LRO3,Cushman&Wakefield / BOA,JBarton,District 11,POSTED,451,-430.3,20.7,
240425-473,Overall Performance Was:,Excellent,LOWES 2586,Plover,WI,2024-05-01 12:01:41,SXX0021,EBR,SERVIC,LOWES COMPANIES,GPritzlaff,District 8,POSTED,370.61,-393.94,-23.33,
240406-027,Overall Performance Was:,,THE HOME DEPOT 3013,SAINT LOUIS,MO,2024-05-01 12:10:40,EXX0021,ER1,HDFER,HOME DEPOT USA,,District 8,POSTED,491.25,-648,-156.75,
240430-109,Overall Performance Was:,Excellent,Starbucks 9927,Clarksville,TN,2024-05-01 12:15:41,SXX0023,EBR,COMPAS,STARBUCKS CORPORATION,CKellner,District 3,POSTED,361.5,-147.64,213.86,
240430-109,Was Contractors Quality of Work Satisfactory?,Yes,Starbucks 9927,Clarksville,TN,2024-05-01 12:15:41,SXX0023,EBR,COMPAS,STARBUCKS CORPORATION,CKellner,District 3,POSTED,361.5,-147.64,213.86,
240430-109,Did Contractors Employees Cooperate with You?,Yes,Starbucks 9927,Clarksville,TN,2024-05-01 12:15:41,SXX0023,EBR,COMPAS,STARBUCKS CORPORATION,CKellner,District 3,POSTED,361.5,-147.64,213.86,
240430-109,Did Contractors Clean Up All Work Areas?,Yes,Starbucks 9927,Clarksville,TN,2024-05-01 12:15:41,SXX0023,EBR,COMPAS,STARBUCKS CORPORATION,CKellner,District 3,POSTED,361.5,-147.64,213.86,
240315-320,Overall Performance Was:,,Publix Super Markets 0563,ANDERSON,SC,2024-05-01 12:26:35,SXX1023,LBR,LI,Publix Super Markets,TColeman,District 3,POSTED,1461.36,-1115.66,345.7,
240425-246,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1403,ROME,GA,2024-05-01 12:35:14,HXX1500,LRM,PBLM-I,Publix Super Markets,LWatson,District 4,POSTED,946.98,-229.07,717.91,
